"code";"codePlatform";"dateStart";"dateEnd";"participants";"surfaceStation";"description";"codeCountry"
"KONIENE_2010-05";"KONIENE";"10/05/2010";"11/05/2010";"Zacharie M, Antoine M, Nathaniel C, Claire M, Nathalie B, Marc Leopold, Cecile Duvauchelle";200;;"NC"
